# Target,numax,Amax,sigma_env
Gemma,885.0638755119379,1.7837773957147778,97.89557885170396
Pooh,385.4632555307478,33.21595744844136,37.811125867792924
Boogie,848.5155221380518,2.517857111704975,81.87703346257702
35 Dra,721.6058478775501,0.748728562003742,114.74071568266278
36 Dra,1357.505823656088,0.17359070001047786,226.50021712064645
HD,100.5113337684338,42.41673000275551,21.348733961083216
